filing_date,num_purchases,num_sales,val_purchases,val_sales
2019-03-04,61,278,105268,1649532
2019-03-05,135,347,61436,2508485
2019-03-06,122,239,56288,472756
2019-03-07,53,204,170290,1070219
2019-03-08,71,178,288568,346351
2019-03-11,137,150,18749,518086
2019-03-12,78,182,10744,1211935
2019-03-13,145,227,20169,1774503
2019-03-14,65,202,323209,1434638
2019-03-15,140,199,233496,653688
2019-03-18,96,182,45251,528078
2019-03-19,142,225,89573,322178
2019-03-20,40,159,15682,366233
2019-03-21,124,169,18206,1097915
2019-03-22,129,154,12307,1220370
2019-03-25,74,131,16476,2336941
2019-03-26,51,95,44391,2370534
2019-03-27,125,113,11081,6943304
2019-03-28,114,85,94471,953784
2019-03-29,36,111,51000,617581
2019-04-01,137,96,40822,81237
2019-04-02,35,145,10802,142234
2019-04-03,101,249,57556,273899
2019-04-04,54,88,29679,108050
2019-04-05,85,95,22728,362946
2019-04-08,57,99,56486,116779
2019-04-09,28,81,68038,87750
2019-04-10,34,90,119105,197088
2019-04-11,90,68,52312,202703
2019-04-12,39,118,5023,128100
2019-04-15,58,67,25474,137091
2019-04-16,36,106,14138,125074
2019-04-17,39,153,88852,189321
2019-04-18,27,102,15639,151999
2019-04-19,13,48,10474,30374
2019-04-22,26,51,7509,89270
2019-04-23,27,41,15568,35489
2019-04-24,39,127,37633,325126
2019-04-25,34,107,33613,288903
2019-04-26,90,79,16576,99258
2019-04-29,33,95,60550,129920
2019-04-30,44,118,12198,227775
2019-05-01,36,166,1752986,284840
2019-05-02,69,194,72933,279289
2019-05-03,59,257,18970,385152
2019-05-06,45,174,45685,229407
2019-05-07,54,196,46395,332293
2019-05-08,46,148,10846,665874
2019-05-09,97,170,52053,317784
2019-05-10,73,159,49276,389565
2019-05-13,144,141,443297,220276
2019-05-14,119,166,146179,181553
2019-05-15,129,187,172095,570580
2019-05-16,98,186,68508,317791
2019-05-17,81,311,18431,2331463
2019-05-20,98,175,59495,157384
2019-05-21,95,141,113884,1060149
2019-05-22,82,183,40971,1236940
2019-05-23,104,141,39447,1545551
2019-05-24,107,115,18046,473604
2019-05-28,120,125,180231,2599603
2019-05-29,96,104,833768,617285
2019-05-30,113,130,71973,748742
2019-05-31,91,114,29324,238792
2019-06-03,126,116,57866,132001
2019-06-04,108,162,48709,311482
2019-06-05,101,244,49524,7215943
2019-06-06,105,167,145942,239712
2019-06-07,74,141,91712,1433682
2019-06-10,93,140,91479,189949
2019-06-11,103,173,11951,1208418
2019-06-12,86,203,49340,1860275
2019-06-13,63,152,47426,193628
2019-06-14,97,162,38742,283049
2019-06-17,167,131,43182,211258
2019-06-18,72,143,130867,625383
2019-06-19,142,179,16093,2428266
2019-06-20,124,113,46923,175701
2019-06-21,48,147,67799,1035224
2019-06-24,38,150,26552,1653456
2019-06-25,123,73,192722,237005
2019-06-26,52,71,64437,91843
2019-06-27,136,68,16309,164215
2019-06-28,48,79,446756,7370813
2019-07-01,101,97,54383,583120
2019-07-02,67,214,50767,255173
2019-07-03,139,223,57471,310070
2019-07-05,24,48,5340,48638
2019-07-08,113,80,110292,218202
2019-07-09,14,88,4908,123074
2019-07-10,112,85,24183,262324
2019-07-11,18,81,5350,108893
2019-07-12,101,115,87870,240839
2019-07-15,36,77,7853,117035
2019-07-16,41,92,5246,110499
2019-07-17,35,143,316434,134439
2019-07-18,36,74,5620,91015
2019-07-19,29,71,25895,129718
2019-07-22,19,65,8885,116711
2019-07-23,38,63,46922,624146
2019-07-24,41,82,196011,344071
2019-07-25,32,92,16923,211960
2019-07-26,27,94,26522,141125
2019-07-29,42,102,28177,250409
2019-07-30,32,141,4656,170606
2019-07-31,79,149,368222,2292242
2019-08-01,48,147,9621,356838
2019-08-02,68,185,9906,295931
2019-08-05,100,228,59268,1319249
2019-08-06,69,146,32376,313961
2019-08-07,87,151,64535,266524
2019-08-08,110,130,19037,170850
2019-08-09,91,165,55569,1674543
2019-08-12,143,186,61817,2515427
2019-08-13,118,126,65338,150508
2019-08-14,123,162,59344,677638
2019-08-15,151,146,189100,251730
2019-08-16,124,191,81759,707710
2019-08-19,130,179,21532,1150116
2019-08-20,101,185,1049967,155171
2019-08-21,99,171,43231,299843
2019-08-22,83,129,15700,359289
2019-08-23,86,146,23023,250569
2019-08-26,98,119,31037,250760
2019-08-27,92,82,57917,197821
2019-08-28,87,116,11118,418387
2019-08-29,87,91,41348,128296
2019-08-30,54,130,55759,169770
2019-09-03,105,125,91523,231769
2019-09-04,76,185,70285,485893
2019-09-05,86,237,18779,761761
2019-09-06,83,172,36792,764252
2019-09-09,63,140,21650,1207010
2019-09-10,49,133,10809,2735359
2019-09-11,70,184,41799,347207
2019-09-12,66,150,155083,211031
2019-09-13,40,214,23835,653070
2019-09-16,78,148,139314,1910032
2019-09-17,73,186,96623,471405
2019-09-18,65,201,51240,554323
2019-09-19,49,71,68288,89420
2019-09-20,43,131,186588,250669
2019-09-23,52,105,25364,1164180
2019-09-24,36,91,37046,98750
2019-09-25,29,93,146825,9516543
2019-09-26,28,52,9025,58087
2019-09-27,25,60,72484,136241
2019-09-30,60,55,87628,256095
2019-10-01,54,75,5533,30379
2019-10-02,34,134,103385,227434
2019-10-03,62,175,68741,185630
2019-10-04,42,57,54915,87549
2019-10-07,42,52,55041,99440
2019-10-08,30,60,28752,47245
2019-10-09,24,66,34229,145784
2019-10-10,29,50,65006,438128
2019-10-11,23,49,4271,40628
2019-10-15,44,106,14276,150730
2019-10-16,44,83,91230,196712
2019-10-17,51,131,36294,130352
2019-10-18,50,65,104650,84897
2019-10-21,30,66,8805,327821
2019-10-22,19,70,35873,84938
2019-10-23,20,83,33600,137245
2019-10-24,20,56,10292,69723
2019-10-25,36,78,40504,101276
2019-10-28,39,82,11447,129283
2019-10-29,48,95,125103,265555
2019-10-30,52,167,125114,635960
2019-10-31,31,108,62985,386929
2019-11-01,67,148,63315,848087
2019-11-04,55,208,62320,764379
2019-11-05,61,306,17765,839225
2019-11-06,53,256,20985,367157
2019-11-07,62,179,44389,408035
2019-11-08,53,190,24329,1149126
2019-11-12,116,304,88903,399244
2019-11-13,110,231,126521,1272362
2019-11-14,80,167,56423,367172
2019-11-15,77,183,93575,302053
2019-11-18,100,168,133748,968436
2019-11-19,101,298,28207,1194165
2019-11-20,79,213,80606,1295253
2019-11-21,70,174,192899,1130858
2019-11-22,104,191,55671,325670
2019-11-25,72,131,55368,135566
2019-11-26,90,210,45023,594237
2019-11-27,73,217,134169,13034993
2019-11-29,20,82,9016,225340
2019-12-02,66,140,21599,418756
2019-12-03,68,194,2157219,168737
2019-12-04,79,236,229548,487657
2019-12-05,69,177,27899,1453371
2019-12-06,52,143,126724,678684
2019-12-09,70,167,63880,731621
2019-12-10,58,175,97328,791832
2019-12-11,51,190,28071,1127327
2019-12-12,56,189,15157,536530
2019-12-13,61,192,37583,727297
2019-12-16,84,191,72289,249101
2019-12-17,73,179,70690,219555
2019-12-18,66,253,16456,1341452
2019-12-19,47,139,34616,325029
2019-12-20,72,146,82003,534313
2019-12-23,46,170,13158,310682
2019-12-24,0,2,0,11487
2019-12-26,62,169,2166439,785289
2019-12-27,28,59,10060,65417
2019-12-30,46,86,37865,105440
2019-12-31,33,59,16229,59041
2020-01-02,68,85,2204162,522125
2020-01-03,61,206,72715,287154
2020-01-06,60,237,34605,236753
2020-01-07,45,147,12779,118619
2020-01-08,25,126,11292,1078044
2020-01-09,18,99,1917,302524
2020-01-10,25,141,10490,260239
2020-01-13,25,69,22720,94874
2020-01-14,25,90,17904,365867
2020-01-15,37,111,36239,234962
2020-01-16,43,126,14519,373950
2020-01-17,44,191,13118,236973
2020-01-21,47,122,47598,325412
2020-01-22,26,85,3189,182162
2020-01-23,24,121,7053,145099
2020-01-24,24,86,9870,309920
2020-01-27,25,81,19671,167522
2020-01-28,41,89,71310,215583
2020-01-29,35,73,25320,121372
2020-01-30,33,87,28956,366759
2020-01-31,39,77,15071,161913
2020-02-03,61,76,99112,84242
2020-02-04,58,208,120963,2172781
2020-02-05,84,271,99255,786772
2020-02-06,70,180,50511,2117880
2020-02-07,49,226,20038,1112059
2020-02-10,52,150,41515,144300
2020-02-11,57,169,50633,175302
2020-02-12,62,237,556636,414487
2020-02-13,44,185,32952,419877
2020-02-14,49,221,20056,255551
2020-02-18,47,207,30833,923818
2020-02-19,46,252,26692,1253348
2020-02-20,64,298,773711,959429
2020-02-21,40,256,21142,1454591
2020-02-24,68,215,90939,467616
2020-02-25,73,192,82878,1044975
2020-02-26,106,178,129160,734655
2020-02-27,117,121,64685,103564
2020-02-28,135,146,50871,172841
2020-03-02,207,135,185373,199720
2020-03-03,196,259,2264693,336673
2020-03-04,155,278,50887,439033
2020-03-05,160,189,110928,428779
2020-03-06,131,185,39374,417890
2020-03-09,240,128,59665,185617
2020-03-10,311,111,139150,550905
2020-03-11,338,138,333591,1133680
2020-03-12,389,113,391879,197760
2020-03-13,434,90,310271,644851
2020-03-16,465,71,338978,59865
2020-03-17,328,135,234255,218158
2020-03-18,295,121,2417916,147902
2020-03-19,266,98,154547,222794
2020-03-20,234,91,137416,171637
2020-03-23,222,69,142982,192824
2020-03-24,128,113,45143,134083
2020-03-25,137,69,77672,63537
2020-03-26,81,71,46181,181258
2020-03-27,83,56,41299,42018
2020-03-30,70,48,802819,368775
2020-03-31,92,51,567144,89655
2020-04-01,78,66,3095922,131399
2020-04-02,92,82,349439,56668
2020-04-03,44,151,82881,566535
2020-04-06,54,52,11170,32863
2020-04-07,58,60,40476,301160
2020-04-08,27,80,20737,731252
2020-04-09,38,69,57368,138879
2020-04-10,18,64,2185,99394
2020-04-13,33,60,529657,539945
2020-04-14,21,30,5330,13258
2020-04-15,43,102,11300,234577
2020-04-16,35,83,13119,128775
2020-04-17,63,110,8613167,180637
2020-04-20,31,80,2179775,339641
2020-04-21,25,86,10993,131200
2020-04-22,37,78,6583,722506
2020-04-23,47,40,16488,48141
2020-04-24,30,52,333884,78895
2020-04-27,48,71,4873,1024253
2020-04-28,45,82,25464,80453
2020-04-29,45,132,19658,785133
2020-04-30,37,89,1831,103427
2020-05-01,57,104,71452,106984
2020-05-04,86,113,19518,142986
2020-05-05,88,181,118633,706390
2020-05-06,97,112,35956,189238
2020-05-07,85,160,8218,766866
2020-05-08,85,154,13721,868789
2020-05-11,91,194,16811,1379923
2020-05-12,97,202,30524,495307
2020-05-13,162,210,155014,828392
2020-05-14,195,172,184895,749892
2020-05-15,193,134,69988,1398430
2020-05-18,142,128,50137,322407
2020-05-19,103,244,112471,2235926
2020-05-20,83,287,57126,638019
2020-05-21,80,143,53570,664566
2020-05-22,70,217,211515,4840788
2020-05-26,79,179,196086,690677
2020-05-27,74,150,41852,225436
2020-05-28,66,250,41705,1907648
2020-05-29,58,172,195213,2233989
2020-06-01,60,177,5138,1027928
2020-06-02,67,194,51806,329209
2020-06-03,59,279,64611,432547
2020-06-04,69,221,22824,436016
2020-06-05,50,234,72337,3112590
2020-06-08,59,203,23648,1187517
2020-06-09,62,256,62490,707013
2020-06-10,57,199,12567,867975
2020-06-11,66,158,74683,497415
2020-06-12,83,143,42915,331424
2020-06-15,95,94,74525,269446
2020-06-16,80,138,43473,783018
2020-06-17,76,234,99383,1139763
2020-06-18,42,142,106392,462300
2020-06-19,30,99,5493,341860
2020-06-22,50,106,218409,232917
2020-06-23,48,140,32719,1385134
2020-06-24,49,141,233752,963091
2020-06-25,35,108,188867,763650
2020-06-26,29,77,62629,700055
2020-06-29,40,47,58950,868353
2020-06-30,39,102,54286,537130
2020-07-01,56,109,195933,675835
2020-07-02,58,245,143940,1569178
2020-07-06,53,179,34151,303466
2020-07-07,46,100,61617,232823
2020-07-08,23,158,2113,641748
2020-07-09,38,94,12503,421097
2020-07-10,38,95,27056,155992
2020-07-13,27,82,15924,200384
2020-07-14,34,114,90712,173663
2020-07-15,32,96,13613,610030
2020-07-16,37,81,193612,183181
2020-07-17,44,184,24383,262762
2020-07-20,28,81,3169,260418
2020-07-21,42,102,181955,237995
2020-07-22,30,132,836462,638119
2020-07-23,25,90,6945,232845
2020-07-24,29,67,16222,406998
2020-07-27,39,61,512613,341761
2020-07-28,56,92,171268,677917
2020-07-29,45,88,83133,645273
2020-07-30,45,90,586075,183508
2020-07-31,54,119,11229,207897
2020-08-03,63,111,5342,666662
2020-08-04,76,200,375057,795922
2020-08-05,106,362,19977,4128987
2020-08-06,70,169,81964,448047
2020-08-07,56,196,65273,1497969
2020-08-10,71,205,251929,448672
2020-08-11,83,230,49212,880267
2020-08-12,97,268,93825,1338425
2020-08-13,83,232,80292,594989
2020-08-14,56,221,38334,1539758
2020-08-17,95,175,26955,513762
2020-08-18,93,214,112065,669648
2020-08-19,108,287,53405,4259386
2020-08-20,72,192,49051,503462
2020-08-21,75,168,56787,1556162
2020-08-24,78,169,18537,1714477
2020-08-25,66,133,46409,1408461
2020-08-26,80,176,7397,2663813
2020-08-27,62,116,128206,627308
2020-08-28,48,155,9518,459534
2020-08-31,61,132,10735,1415250
2020-09-01,90,121,99389,241082
2020-09-02,74,233,29803,783104
2020-09-03,100,301,35246,769292
2020-09-04,73,151,90305,366378
2020-09-08,97,99,30793,165245
2020-09-09,77,119,58906,209734
2020-09-10,67,165,14136,618413
2020-09-11,68,153,21950,282491
2020-09-14,87,127,49497,347742
2020-09-15,70,129,43758,1194410
2020-09-16,47,178,85720,983965
2020-09-17,79,227,9587,1450948
2020-09-18,42,127,4236,175070
2020-09-21,65,115,89702,3586050
2020-09-22,63,123,275219,934328
2020-09-23,69,123,65558,2093137
2020-09-24,42,85,16302,177410
2020-09-25,44,90,13292,187497
2020-09-28,48,48,11844,54363
2020-09-29,70,93,120233,1020903
2020-09-30,51,112,73409,348232
2020-10-01,54,94,68351,145835
2020-10-02,66,205,30144,654759
2020-10-05,59,214,39218,1841404
2020-10-06,38,99,32455,379288
2020-10-07,39,126,27061,469844
2020-10-08,38,91,67018,441629
2020-10-09,17,121,25772,391925
2020-10-13,31,192,46260,2088644
2020-10-14,34,130,399512,2142643
2020-10-15,28,91,1934451,210452
2020-10-16,73,137,115525,339138
2020-10-19,48,122,20749,1308088
2020-10-20,24,112,47132,141279
2020-10-21,25,101,16011,370358
2020-10-22,42,70,131615,113077
2020-10-23,22,85,18424,569599
2020-10-26,25,64,3486,149475
2020-10-27,26,92,15314,319896
2020-10-28,49,94,32335,841439
2020-10-29,59,63,357048,174859
2020-10-30,41,67,7232,407325
2020-11-02,65,74,68643,572805
2020-11-03,91,214,277252,1164421
2020-11-04,77,300,56947,3807578
2020-11-05,51,214,31567,479430
2020-11-06,46,236,67625,962588
2020-11-09,77,206,436756,1374799
2020-11-10,61,369,59812,2574738
2020-11-12,107,585,102333,1611900
2020-11-13,47,232,22109,929086
2020-11-16,70,185,32773,276180
2020-11-17,72,265,128873,783752
2020-11-18,81,388,5151,2254412
2020-11-19,71,249,40713,3882546
2020-11-20,63,273,35855,5827644
2020-11-23,65,175,62361,556287
2020-11-24,56,268,33373,746987
2020-11-25,71,366,39219,2698442
2020-11-27,37,121,60947,509602
2020-11-30,62,172,14097,397510
2020-12-01,46,185,98948,622969
2020-12-02,79,266,56830,1424891
2020-12-03,89,312,25491,2587065
2020-12-04,66,203,77207,1435851
2020-12-07,57,203,30412,3955110
2020-12-08,61,224,746942,2769498
2020-12-09,56,235,45641,1411048
2020-12-10,58,212,122937,928396
2020-12-11,40,212,25777,1412529
2020-12-14,68,228,70737,1121351
2020-12-15,52,206,169532,310402
2020-12-16,52,318,17775,2805528
2020-12-17,90,293,183190,789997
2020-12-18,58,232,33886,1680103
2020-12-21,38,174,33678,563587
2020-12-22,64,209,131540,930685
2020-12-23,59,216,53676,1394383
2020-12-28,53,194,42432,474625
2020-12-29,34,111,5311,231241
2020-12-30,61,151,48060,1206571
2020-12-31,29,82,123012,249854
2021-01-04,52,104,38923,835908
2021-01-05,74,260,76427,284315
2021-01-06,47,317,11316,1140193
2021-01-07,44,168,10888,236073
2021-01-08,33,173,226630,520635
2021-01-11,33,111,51778,260827
2021-01-12,30,139,125936,328305
2021-01-13,42,159,26567,404856
2021-01-14,22,122,62690,634689
2021-01-15,32,155,13858,244878
2021-01-19,55,167,1385,1076169
2021-01-20,43,195,2157292,280694
2021-01-21,22,185,23333,678518
2021-01-22,29,155,784247,2130284
2021-01-25,30,96,22738,3080235
2021-01-26,82,117,41484,282997
2021-01-27,33,168,90096,1893366
2021-01-28,39,87,39653,1128931
2021-01-29,33,145,7142,956626
2021-02-01,32,78,34233,379541
2021-02-02,82,175,275530,293336
2021-02-03,59,333,13968,1460247
2021-02-04,43,196,40557,1057216
2021-02-05,49,188,6867,866523
2021-02-08,31,182,69421,614089
2021-02-09,65,264,235633,672269
2021-02-10,31,266,14157,1910730
2021-02-11,47,235,228749,1023012
2021-02-12,39,237,17766,2631264
2021-02-16,43,211,34941,1164758
2021-02-17,61,351,93789,1088561
2021-02-18,53,428,2270519,6631352
2021-02-19,67,259,611506,1163336
2021-02-22,41,216,13244,364792
2021-02-23,43,298,21209,450542
2021-02-24,36,331,34092,2769624
2021-02-25,38,267,18229,1376947
2021-02-26,60,292,23137,2036601
2021-03-01,64,243,43415,322222
2021-03-02,76,412,41874,715615
2021-03-03,88,606,171647,3895192
2021-03-04,71,300,48561,1842212
2021-03-05,52,309,54949,5006034
2021-03-08,81,249,56543,1811404
2021-03-09,50,348,82046,1184079
2021-03-10,46,327,334225,1278580
2021-03-11,41,315,60924,1436043
2021-03-12,45,374,23507,1794556
2021-03-15,55,250,44038,940662
2021-03-16,67,362,61777,1590965
2021-03-17,98,441,4463868,935038
2021-03-18,78,232,155754,1233749
2021-03-19,46,179,11383,1524573
2021-03-22,52,131,12623,490267
2021-03-23,53,163,169345,347859
2021-03-24,40,184,318220,2249962
2021-03-25,46,94,134100,675274
2021-03-26,42,113,185844,539133
2021-03-29,36,91,104028,650121
2021-03-30,41,112,147975,1015169
2021-03-31,32,137,61657,2361485
2021-04-01,81,114,212143,547242
2021-04-02,45,176,3135,565018
2021-04-05,44,244,2038916,524239
2021-04-06,46,131,19347,1014687
2021-04-07,49,257,51314,926523
2021-04-08,22,131,102772,2606293
2021-04-09,16,119,17111,948611
2021-04-12,16,102,22578,332272
2021-04-13,25,125,18385,2372456
2021-04-14,44,143,151921,1602051
2021-04-15,37,145,68414,758413
2021-04-16,44,176,49195,5224385
2021-04-19,45,178,11474,2635750
2021-04-20,36,82,56203,168456
2021-04-21,27,152,64182,1067353
2021-04-22,20,90,44490,448463
2021-04-23,24,137,25496,1378826
2021-04-26,35,115,7120,257112
2021-04-27,40,139,77169,320673
2021-04-28,32,152,5691,807416
2021-04-29,46,121,123069,341012
2021-04-30,29,136,8664,1366601
2021-05-03,51,155,45044,608539
2021-05-04,60,299,71108,920102
2021-05-05,59,401,8425,5567516
2021-05-06,80,190,57598,1423254
2021-05-07,50,254,40029,3173610
2021-05-10,54,231,58688,3930386
2021-05-11,72,283,42474,2878555
2021-05-12,78,327,49939,2072613
2021-05-13,62,225,20793,557587
2021-05-14,65,205,178624,860898
2021-05-17,62,222,39413,2663473
2021-05-18,67,306,83504,860791
2021-05-19,71,308,33307,648650
2021-05-20,60,247,31704,428882
2021-05-21,82,239,38859,2855442
2021-05-24,77,223,127194,840200
2021-05-25,48,163,25981,790273
2021-05-26,62,236,129477,2542451
2021-05-27,81,210,43760,662186
2021-05-28,69,230,293772,1537632
2021-06-01,67,185,36942,1887869
2021-06-02,54,314,19481,1676816
2021-06-03,100,433,103363,3623109
2021-06-04,56,225,48132,862289
2021-06-07,44,221,18705,1317178
2021-06-08,54,259,34278,984668
2021-06-09,35,295,26784,7640153
2021-06-10,50,253,77641,1256001
2021-06-11,46,253,91461,1977288
2021-06-14,44,188,52265,2054343
2021-06-15,61,226,66700,1239447
2021-06-16,49,329,257653,4309316
2021-06-17,64,302,116861,3393739
2021-06-21,83,297,129776,2133382
2021-06-22,53,175,184780,400533
2021-06-23,42,175,72531,747514
2021-06-24,47,124,124654,2364627
2021-06-25,34,164,87900,609066
2021-06-28,34,147,92540,1833021
2021-06-29,38,160,102057,4623238
2021-06-30,52,182,644915,758290
2021-07-01,62,162,66497,2566195
2021-07-02,57,256,154543,1403565
2021-07-06,52,273,6656075,1020839
2021-07-07,58,126,126564,480201
2021-07-08,39,174,172226,755599
2021-07-09,24,106,40599,264268
2021-07-12,31,99,24705,383419
2021-07-13,32,112,7687,379854
2021-07-14,21,124,16320,1236956
2021-07-15,25,98,6524,391671
2021-07-16,61,159,87851,436091
2021-07-19,52,160,53055,390379
2021-07-20,34,103,11858,2356249
2021-07-21,30,112,71251,635362
2021-07-22,41,108,53474,181709
2021-07-23,36,127,18726,365971
2021-07-26,62,68,20629,242251
2021-07-27,33,93,3465,238496
2021-07-28,54,114,117556,459801
2021-07-29,32,89,88557,360516
2021-07-30,42,118,41440,718770
2021-08-02,55,151,148124,1047978
2021-08-03,86,295,193536,1262022
2021-08-04,95,342,152084,3339787
2021-08-05,69,170,128931,2008328
2021-08-06,47,216,25327,2257697
2021-08-09,77,170,46136,732226
2021-08-10,84,240,393500,4363512
2021-08-11,83,227,44053,2929160
2021-08-12,84,238,151937,1131059
2021-08-13,83,183,67988,3970353
2021-08-16,83,162,67697,703131
2021-08-17,106,256,69032,510453
2021-08-18,124,314,60306,2790497
2021-08-19,112,186,57623,388022
2021-08-20,86,200,22064,1086734
2021-08-23,126,170,59780,679115
2021-08-24,76,206,66994,973260
2021-08-25,70,213,38867,1331827
2021-08-26,54,147,7628,779966
2021-08-27,60,196,218058,1093326
2021-08-30,56,185,459618,1358471
2021-08-31,48,185,174180,655519
2021-09-01,55,214,65191,1033074
2021-09-02,73,268,41529,1226341
2021-09-03,73,354,41602,1257909
2021-09-07,57,193,81348,1214277
2021-09-08,35,187,120235,1409181
2021-09-09,55,207,26372,1655186
2021-09-10,81,173,122501,2223433
2021-09-13,71,149,126965,412835
2021-09-14,80,170,2169405,1397431
2021-09-15,73,196,20916,6314029
2021-09-16,79,185,100845,4726351
2021-09-17,78,293,124898,1056130
2021-09-20,60,129,77176,2636649
2021-09-21,54,168,151094,2156142
2021-09-22,42,145,22152,977884
2021-09-23,47,86,165784,407572
2021-09-24,31,133,35410,754214
2021-09-27,31,104,64257,625390
2021-09-28,44,121,89277,372607
2021-09-29,36,145,78209,1173637
2021-09-30,46,90,15927,837022
2021-10-01,63,124,80453,516200
2021-10-04,68,168,42133,268471
2021-10-05,62,247,57004,618129
2021-10-06,23,124,7622,8515664
2021-10-07,20,90,11286,166998
2021-10-08,28,88,6244,291307
2021-10-12,27,171,30062,1979920
2021-10-13,30,99,92043,396526
2021-10-14,45,79,438636,372166
2021-10-15,38,113,64749,324711
2021-10-18,43,144,302281,602206
2021-10-19,52,176,59136,819435
2021-10-20,27,137,62888,534368
2021-10-21,24,98,33529,908790
2021-10-22,15,111,11056,267036
2021-10-25,36,110,38198,591036
2021-10-26,37,108,29020,314190
2021-10-27,26,158,82040,1847537
2021-10-28,26,102,42553,548887
2021-10-29,40,110,71280,288804
2021-11-01,75,99,115415,229058
2021-11-02,83,237,92681,471023
2021-11-03,60,364,554033,3604221
2021-11-04,67,210,81785,2598489
2021-11-05,60,243,66813,3087431
2021-11-08,49,238,79148,2236204
2021-11-09,72,257,95922,1090646
2021-11-10,70,311,58534,7522065
2021-11-12,99,420,140207,3073010
2021-11-15,95,229,73187,2530386
2021-11-16,120,250,99415,2966033
2021-11-17,107,380,127856,4193534
2021-11-18,92,259,155082,2480557
2021-11-19,104,246,13700,1465218
2021-11-22,126,194,281858,3014141
2021-11-23,137,224,264721,2266146
2021-11-24,111,274,38147,3044377
2021-11-26,51,81,51021,552573
2021-11-29,115,146,28261,268454
2021-11-30,100,116,64926,308328
2021-12-01,110,161,81552,1793409
2021-12-02,135,176,62031,1519513
2021-12-03,115,316,92000,1493432
2021-12-06,132,122,45400,276133
2021-12-07,94,187,32456,1879913
2021-12-08,73,184,230047,5367428
2021-12-09,62,228,17047,3119136
2021-12-10,110,185,72774,3111942
2021-12-13,92,154,290440,1193002
2021-12-14,121,167,137936,475652
2021-12-15,105,159,297974,411237
2021-12-16,96,187,213216,2448378
2021-12-17,99,279,178802,1180713
2021-12-20,95,136,129268,382903
2021-12-21,97,156,4879921,1082092
2021-12-22,88,142,229992,1736517
2021-12-23,54,161,148147,228773
2021-12-27,26,99,1806,109295
2021-12-28,31,99,17987,1489505
2021-12-29,39,127,16556,207124
2021-12-30,35,101,3879,165840
2022-01-03,84,124,141303,265853
2022-01-04,79,187,162058,611498
2022-01-05,81,283,29181,661355
2022-01-06,29,158,82254,231800
2022-01-07,36,133,23018,523630
2022-01-10,36,65,20222,101619
2022-01-11,48,114,180411,220255
2022-01-12,33,94,15599,612577
2022-01-13,43,94,133409,367441
2022-01-14,45,89,55714,164871
2022-01-18,51,81,529400,220586
2022-01-19,52,84,20919,211687
2022-01-20,43,143,15424,299317
2022-01-21,61,83,96700,237386
2022-01-24,89,48,27737,65197
2022-01-25,71,54,104167,52410
2022-01-26,42,59,33462,91101
2022-01-27,30,36,50844,85502
2022-01-28,63,65,125761,162953
2022-01-31,60,45,1276129,68745
2022-02-01,68,96,107666,146772
2022-02-02,67,146,29478,707210
2022-02-03,53,207,37044,240334
2022-02-04,48,136,90001,300947
2022-02-07,34,74,56773,561883
2022-02-08,58,102,208367,1689843
2022-02-09,50,166,110201,560381
2022-02-10,60,127,33739,290240
2022-02-11,38,142,127463,474731
2022-02-14,49,112,17964,571693
2022-02-15,50,121,66160,416983
2022-02-16,77,173,283124,657764
2022-02-17,66,257,493204,1322181
2022-02-18,58,175,185600,165561
2022-02-22,75,111,69734,674694
2022-02-23,52,153,130807,156203
2022-02-24,61,189,160153,307364
2022-02-25,77,135,52474,134428
2022-02-28,82,118,60693,120916
2022-03-01,70,177,38542,203347
2022-03-02,102,319,36100,1014356
2022-03-03,102,346,40205,1223431
2022-03-04,76,264,2198696,1069868
2022-03-07,85,187,270513,1349488
2022-03-08,109,215,113801,436638
2022-03-09,91,210,208504,393822
2022-03-10,92,183,248457,597490
2022-03-11,69,191,1563438,1375363
2022-03-14,106,191,41221,733516
2022-03-15,103,150,220790,422935
2022-03-16,136,172,1154505,263577
2022-03-17,77,263,34087,309534
2022-03-18,73,175,44170,445221
2022-03-21,50,139,18442,441325
2022-03-22,70,167,106835,302195
2022-03-23,49,132,21554,184236
2022-03-24,50,95,10777,130736
2022-03-25,49,86,78552,142390
2022-03-28,53,87,74073,594194
2022-03-29,48,107,6749,1313885
2022-03-30,54,102,168104,959406
2022-03-31,46,123,106203,162145
2022-04-01,51,118,39285,861367
2022-04-04,68,119,145232,191992
2022-04-05,39,246,117219,902052
2022-04-06,43,122,424417,489103
2022-04-07,49,90,88538,214296
2022-04-08,43,100,973583,224455
2022-04-11,46,70,27011,198505
2022-04-12,35,72,19820,146360
2022-04-13,68,96,876127,983636
2022-04-14,42,94,64859,1446025
2022-04-15,14,58,84704,251583
2022-04-18,55,54,228165,850085
2022-04-19,33,74,6149,209251
2022-04-20,70,145,35962,260857
2022-04-21,33,97,24382,321530
2022-04-22,26,97,72749,297249
2022-04-25,32,69,73385,87235
2022-04-26,42,56,424262,71671
2022-04-27,64,55,88872,200374
2022-04-28,42,43,203905,4027545
2022-04-29,51,55,63360,4582171
2022-05-02,65,61,115072,61833
2022-05-03,120,102,182152,44407
2022-05-04,86,181,397304,249161
2022-05-05,41,74,65411,314342
2022-05-06,77,116,75249,714835
2022-05-09,98,86,209212,232126
2022-05-10,91,107,125036,332523
2022-05-11,114,121,99960,247404
2022-05-12,135,128,250123,766293
2022-05-13,124,102,68694,1354183
2022-05-16,180,91,144560,149711
2022-05-17,153,210,135897,417536
2022-05-18,160,220,96397,434205
