filing_date,num_purchases,num_sales,val_purchases,val_sales
2003-07-28,76,184,1960,137626
2003-07-29,70,272,6576,1548186
2003-07-30,75,267,7734,4148056
2003-07-31,120,344,282741,1929841
2003-08-01,88,266,13067,5303772
2003-08-04,132,358,16085,453804
2003-08-05,112,293,11051,827906
2003-08-06,135,250,20247,197414
2003-08-07,100,236,17003,147747
2003-08-08,120,221,35845,385159
2003-08-11,93,213,8240,256889
2003-08-12,87,262,9545,349052
2003-08-13,103,288,12101,482187
2003-08-14,78,283,13268,468022
2003-08-15,63,233,3770,386112
2003-08-18,86,324,10521,312361
2003-08-19,112,309,9291,250845
2003-08-20,71,422,4895,553973
2003-08-21,104,443,44388,870141
2003-08-22,135,416,67827,464671
2003-08-25,73,341,7621,205689
2003-08-26,90,301,26114,329233
2003-08-27,92,292,596531,294522
2003-08-28,83,336,16097,347326
2003-08-29,85,340,22219,289351
2003-09-02,110,348,2448339,394710
2003-09-03,98,416,20158,2491186
2003-09-04,75,400,40182,360895
2003-09-05,69,356,5290,689493
2003-09-08,90,276,6309,1349685
2003-09-09,68,356,4452,421245
2003-09-10,81,320,23411,495052
2003-09-11,61,254,8456,447400
2003-09-12,63,205,77754,85036
2003-09-15,72,251,94181,2363819
2003-09-16,57,247,16142,887702
2003-09-17,61,269,4052,439521
2003-09-18,48,223,47667,237255
2003-09-19,52,214,8233,147992
2003-09-22,80,219,179703,219120
2003-09-23,60,206,15191,571558
2003-09-24,52,192,8271,902007
2003-09-25,59,207,7461,1584827
2003-09-26,66,160,8892,83825
2003-09-29,68,170,10421,147881
2003-09-30,88,146,9621,2498169
2003-10-01,99,177,60717,284138
2003-10-02,147,250,13616,329745
2003-10-03,53,202,60774,165576
2003-10-06,66,155,27197,231459
2003-10-07,60,189,8079,316336
2003-10-08,55,164,8646,1115073
2003-10-09,65,177,54517,334639
2003-10-10,41,137,5147,614846
2003-10-14,50,330,2322418,862533
2003-10-15,43,192,7192,91020
2003-10-16,64,188,7767,150804
2003-10-17,53,160,27747,257992
2003-10-20,60,182,4602,510066
2003-10-21,74,232,277179,394421
2003-10-22,68,214,10704,137168
2003-10-23,65,187,40732,915395
2003-10-24,71,161,101800,164889
2003-10-27,84,233,52124,1115736
2003-10-28,77,323,9645,354765
2003-10-29,39,347,3199,471121
2003-10-30,175,455,315014,494832
2003-10-31,105,366,7957,240969
2003-11-03,102,411,7361,467163
2003-11-04,99,491,25770,499696
2003-11-05,83,525,88483,679873
2003-11-06,66,456,4183,760790
2003-11-07,95,437,89047,1740340
2003-11-10,64,417,6834,878795
2003-11-12,118,678,11937,825860
2003-11-13,107,402,5535716,4718408
2003-11-14,61,374,2152040,476908
2003-11-17,93,382,248230,800857
2003-11-18,112,304,10018,296693
2003-11-19,63,320,36088,1110255
2003-11-20,81,302,10777,561151
2003-11-21,113,336,20233,1289968
2003-11-24,103,302,325121,318945
2003-11-25,97,441,51486,725702
2003-11-26,122,595,107566,1471649
2003-11-28,23,95,2766,144033
2003-12-01,84,473,2160077,624262
2003-12-02,103,366,58387,720835
2003-12-03,75,485,25485,712688
2003-12-04,95,354,11059,596130
2003-12-05,89,260,7732,270468
2003-12-08,90,234,9631,1272491
2003-12-09,89,272,22896,152948
2003-12-10,80,272,9232,309552
2003-12-11,104,250,33413,167619
2003-12-12,89,233,40730,2631527
2003-12-15,103,303,49191,492290
2003-12-16,84,308,16597,787139
2003-12-17,78,288,15908,465289
2003-12-18,89,267,3251,556022
2003-12-19,99,240,37359,2016236
2003-12-22,95,273,114686,405084
2003-12-23,107,276,36651,247474
2003-12-24,58,175,5599,468620
2003-12-29,77,271,18331,725589
2003-12-30,86,254,7788,196992
2003-12-31,74,237,25138,156207
2004-01-02,79,136,15960,2245527
2004-01-05,154,298,23173,305503
2004-01-06,95,295,19182,196231
2004-01-07,70,295,16589,267765
2004-01-08,71,208,3270,337086
2004-01-09,50,226,8048,619084
2004-01-12,69,199,18635,114915
2004-01-13,68,204,45085,147966
2004-01-14,82,201,13785,151003
2004-01-15,74,209,3110,277707
2004-01-16,84,217,868657,378175
2004-01-20,78,286,2432,252538
2004-01-21,44,228,9135,201152
2004-01-22,72,258,4972,366394
2004-01-23,90,259,45988,375010
2004-01-26,58,229,4311,1210336
2004-01-27,76,274,30095,10690346
2004-01-28,76,321,5637,2626386
2004-01-29,81,264,17021,275177
2004-01-30,84,224,10543,378735
2004-02-02,104,287,7791,281051
2004-02-03,100,432,5774,1537747
2004-02-04,102,414,5153,554096
2004-02-05,61,291,6306,1109512
2004-02-06,105,329,37427,1798984
2004-02-09,90,324,8341,407885
2004-02-10,71,370,11568,712070
2004-02-11,91,425,16773,2521092
2004-02-12,76,400,257233,957633
2004-02-13,75,474,18054,3742861
2004-02-17,101,416,7948,747383
2004-02-18,68,350,43302,522433
2004-02-19,99,493,23869,602546
2004-02-20,93,454,52366,920712
2004-02-23,83,310,23996,239772
2004-02-24,92,329,8943,201728
2004-02-25,91,354,9657,580973
2004-02-26,128,359,7651,610968
2004-02-27,66,453,7156,16336046
2004-03-01,109,403,6570,302233
2004-03-02,98,484,15046,848867
2004-03-03,101,519,9553,510236
2004-03-04,81,330,52325,901272
2004-03-05,82,375,9530,811379
2004-03-08,90,387,19471,361478
2004-03-09,76,317,41852,378999
2004-03-10,61,349,10805,843660
2004-03-11,61,271,5564,169642
2004-03-12,74,208,14176,279522
2004-03-15,96,236,13555,2286706
2004-03-16,96,245,5016,255060
2004-03-17,105,224,12050,346559
2004-03-18,75,227,9905,714680
2004-03-19,72,193,6543,215000
2004-03-22,70,196,15565,242199
2004-03-23,102,201,39285,136112
2004-03-24,82,179,35924,934937
2004-03-25,64,186,3689,215401
2004-03-26,50,168,759214,111637
2004-03-29,75,171,23088,163083
2004-03-30,52,206,16530,348600
2004-03-31,77,230,40133,508164
2004-04-01,98,250,12025,1162475
2004-04-02,133,300,18655,2634188
2004-04-05,81,312,9104,243375
2004-04-06,61,256,5750,326171
2004-04-07,64,239,11465,276997
2004-04-08,62,227,4443,142908
2004-04-09,24,77,4649,43409
2004-04-12,63,122,2787,127042
2004-04-13,81,154,16522,564929
2004-04-14,98,199,2163471,249187
2004-04-15,85,175,10215,192665
2004-04-16,94,134,16978,88346
2004-04-19,71,151,1438635,197354
2004-04-20,69,165,10569,3319504
2004-04-21,97,215,62665,192880
2004-04-22,72,195,77544,348090
2004-04-23,88,216,15708,525252
2004-04-26,103,233,41013,332614
2004-04-27,71,262,13768,294630
2004-04-28,105,327,26043,547981
2004-04-29,97,258,30249,367392
2004-04-30,97,209,21503,1046262
2004-05-03,123,205,10228,162164
2004-05-04,212,320,45771,414225
2004-05-05,111,384,46740,514130
2004-05-06,121,310,6550597,356901
2004-05-07,147,254,53045,257914
2004-05-10,158,225,25701,204486
2004-05-11,216,210,31609,203188
2004-05-12,150,224,40608,191434
2004-05-13,135,228,18231,315435
2004-05-14,106,181,28790,504702
2004-05-17,128,231,18552,148795
2004-05-18,116,200,23182,175589
2004-05-19,148,256,2198481,463520
2004-05-20,120,250,31751,292701
2004-05-21,125,207,21678,174161
2004-05-24,138,227,19085,161441
2004-05-25,110,234,24035,159656
2004-05-26,92,305,35891,265079
2004-05-27,122,373,24126,584280
2004-05-28,87,284,13959,248323
2004-06-01,102,343,21563,275505
2004-06-02,102,349,26872,252146
2004-06-03,111,391,19004,286961
2004-06-04,84,249,14573,330035
2004-06-07,100,250,148966,167227
2004-06-08,105,315,18906,302406
2004-06-09,83,311,11959,2485256
2004-06-10,89,284,38726,835994
2004-06-14,106,283,15440,481336
2004-06-15,90,179,14589,946396
2004-06-16,105,257,13305,1021086
2004-06-17,85,247,47008,589536
2004-06-18,80,169,76551,536731
2004-06-21,89,197,19326,337979
2004-06-22,71,161,11816,694012
2004-06-23,87,196,15160,120100
2004-06-24,51,176,6624,179723
2004-06-25,53,177,8391,196855
2004-06-28,60,190,12810,163160
2004-06-29,65,167,94842,328363
2004-06-30,44,229,4806,373882
2004-07-01,123,216,31094,280486
2004-07-02,109,241,6463519,322446
2004-07-06,58,176,11799,93392
2004-07-07,51,154,31937,147223
2004-07-08,93,160,8057,116007
2004-07-09,55,139,8379,161049
2004-07-12,42,98,15135,57568
2004-07-13,48,118,14456,70221
2004-07-14,34,109,3785,91774
2004-07-15,113,106,49586,586592
2004-07-16,72,147,12152,200125
2004-07-19,79,113,178997,95506
2004-07-20,60,104,7613,98292
2004-07-21,54,110,9001,116887
2004-07-22,65,135,12626,95484
2004-07-23,65,91,7817,102528
2004-07-26,92,117,177474,110017
2004-07-27,87,139,13654,114766
2004-07-28,104,156,96897,188976
2004-07-29,105,221,52417,3858189
2004-07-30,117,187,15173,369905
2004-08-02,88,207,4317591,171278
2004-08-03,129,299,68370,793508
2004-08-04,128,386,37987,808608
2004-08-05,117,265,11455,264306
2004-08-06,128,193,44658,199361
2004-08-09,133,145,25835,157020
2004-08-10,158,183,26487,437222
2004-08-11,115,193,19673,1448023
2004-08-12,119,210,13132,1221822
2004-08-13,109,193,39546,202070
2004-08-16,130,167,27313,277955
2004-08-17,97,227,51838,183645
2004-08-18,149,264,14271,176365
2004-08-19,114,252,36598,481393
2004-08-20,112,242,20601,961502
2004-08-23,101,259,21025,123887
2004-08-24,115,241,13744,691264
2004-08-25,102,239,7179,449663
2004-08-26,113,225,14608,199128
2004-08-27,76,220,9419,339388
2004-08-30,91,173,29075,221173
2004-08-31,91,178,17864,93610
2004-09-01,78,273,4567,141747
2004-09-02,94,353,21349,191298
2004-09-03,55,288,6707,170525
2004-09-07,70,177,6086,116309
2004-09-08,80,201,15844,115016
2004-09-09,72,241,6769,147352
2004-09-10,71,259,4969,284541
2004-09-13,67,225,11503,260341
2004-09-14,70,205,991474,162229
2004-09-15,104,251,19695,174909
2004-09-16,63,217,10090,222197
2004-09-17,63,210,11040,258968
2004-09-20,81,207,7520,269316
2004-09-21,67,166,8050,292385
2004-09-22,73,197,4492,4742926
2004-09-23,78,197,5116,3313795
2004-09-24,67,114,11911,433174
2004-09-27,76,133,91025,161510
2004-09-28,96,156,15394,512414
2004-09-29,78,133,20645,704442
2004-09-30,48,174,38465,104184
2004-10-01,116,191,94281,262173
2004-10-04,127,281,24073,534219
2004-10-05,77,257,20260,388183
2004-10-06,59,167,2461,209831
2004-10-07,59,164,7946,226204
2004-10-08,52,144,23261,2236964
2004-10-12,82,189,8627,207301
2004-10-13,50,111,2363,86454
2004-10-14,43,130,68519,104841
2004-10-15,45,96,9716,200808
2004-10-18,91,109,15181,89809
2004-10-19,59,149,11400,142303
2004-10-20,50,136,2377,277840
2004-10-21,61,129,27007,190887
2004-10-22,82,128,6579,276544
2004-10-25,62,193,9141,181418
2004-10-26,91,202,36522,224959
2004-10-27,77,227,12228,316823
2004-10-28,64,248,12290,279883
2004-10-29,96,256,10339,793401
2004-11-01,128,281,246209,532801
2004-11-02,109,382,15339,200571
2004-11-03,88,479,2157777,431407
2004-11-04,112,462,26295,816807
2004-11-05,103,408,17717,1147475
2004-11-08,69,412,21243,350740
2004-11-09,105,366,9036,512270
2004-11-10,96,425,13104,425303
2004-11-12,150,708,171530,1302190
2004-11-15,101,453,47027,473930
2004-11-16,96,442,60841,1732571
2004-11-17,100,465,24235,975376
2004-11-18,97,351,9655,515547
2004-11-19,112,439,15125,2327056
2004-11-22,107,306,23647,434877
2004-11-23,101,472,14323,1191687
2004-11-24,96,519,939839,840239
2004-11-26,16,53,2645,118643
2004-11-29,74,393,471088,875537
2004-11-30,89,302,7366,240755
2004-12-01,108,524,17118,2048139
2004-12-02,122,456,9009,431695
2004-12-03,93,501,18246,385151
2004-12-06,68,312,37085,2838421
2004-12-07,103,337,7718,379546
2004-12-08,95,316,35989,455822
2004-12-09,83,279,10792,150665
2004-12-10,77,242,6976534,278763
2004-12-13,80,256,8897,761157
2004-12-14,69,310,12294,1038378
2004-12-15,86,351,104265,1770530
2004-12-16,100,336,766087,571260
2004-12-17,109,306,17843,609369
2004-12-20,95,206,9108,899295
2004-12-21,85,273,7027,374120
2004-12-22,72,290,5938,1974454
2004-12-23,99,288,73908,2509323
2004-12-27,51,160,4849,251961
2004-12-28,69,175,8613,421080
2004-12-29,91,199,14829,243547
2004-12-30,47,190,2065,331679
2005-01-03,103,204,29927,413541
2005-01-04,148,341,47094,355113
2005-01-05,79,336,7501,214006
2005-01-06,74,136,1554580,127461
2005-01-07,76,177,1134765,198329
2005-01-10,63,119,47068,139638
2005-01-11,52,178,5259,976083
2005-01-12,64,162,26129,159498
2005-01-13,76,150,5424,273319
2005-01-14,67,159,7958,169468
2005-01-18,73,156,3884,222544
2005-01-19,83,164,3472,169730
2005-01-20,71,214,9944,347765
2005-01-21,71,143,4404,423119
2005-01-24,82,113,4562,150793
2005-01-25,51,144,4918,152136
2005-01-26,82,162,4539,947511
2005-01-27,81,170,16001,233028
2005-01-28,74,114,22706,75882
2005-01-31,85,163,6117,172061
2005-02-01,95,273,53102,513548
2005-02-02,107,430,31465,2670907
2005-02-03,84,408,7093,1375718
2005-02-04,71,301,112134,345177
2005-02-07,90,269,21443,375054
2005-02-08,110,341,22083,2845487
2005-02-09,67,288,38670,416831
2005-02-10,113,267,33095,390493
2005-02-11,84,252,33406,482685
2005-02-14,89,264,20502,360127
2005-02-15,103,319,43889,712803
2005-02-16,105,403,948418,684628
2005-02-17,95,363,21024,544476
2005-02-18,97,308,15409,2610182
2005-02-22,107,284,156742,3989414
2005-02-23,102,227,19700,271032
2005-02-24,106,311,775514,216189
2005-02-25,126,278,17057,383699
2005-02-28,113,372,39216,503024
2005-03-01,110,395,21964,499471
2005-03-02,142,437,90644,415604
2005-03-03,121,409,16726,396102
2005-03-04,127,331,12134,331769
2005-03-07,84,373,14298,456507
2005-03-08,83,328,26512,572535
2005-03-09,105,293,30576,210532
2005-03-10,81,270,12857,811010
2005-03-11,99,243,10432,360346
2005-03-14,104,232,14956,412099
2005-03-15,103,227,28255,377457
2005-03-16,145,279,10549,319649
2005-03-17,129,294,69229,874853
2005-03-18,147,189,13422,627746
2005-03-21,73,213,24533,181960
2005-03-22,120,179,14531,82978
2005-03-23,73,224,12633,206914
2005-03-24,67,197,9201,100309
2005-03-25,46,65,4530,489316
2005-03-28,49,94,5516,48381
2005-03-29,53,133,231397,306573
2005-03-30,94,186,25154,309191
2005-03-31,89,167,70606,127263
2005-04-01,135,176,118507,181153
2005-04-04,107,252,18711,417542
2005-04-05,80,227,39231,113553
2005-04-06,101,179,20102,113646
2005-04-07,86,178,19363,145671
2005-04-08,73,159,25063,325598
2005-04-11,77,157,36393,288417
2005-04-12,45,114,20041,57469
2005-04-13,62,123,10785,72270
2005-04-14,90,128,6629,1382447
2005-04-15,92,97,21481,35074
2005-04-18,78,84,8938,233862
2005-04-19,80,128,9177,86209
2005-04-20,74,106,3966,136755
2005-04-21,95,130,7355,1496124
2005-04-22,96,108,607344,94426
2005-04-25,103,144,19675,2371695
2005-04-26,102,182,11330,2491323
2005-04-27,105,154,18041,119056
2005-04-28,93,146,11862,224063
2005-04-29,116,161,54324,142507
2005-05-02,116,214,43197,213984
2005-05-03,197,298,132749,232520
2005-05-04,128,334,27144,614593
2005-05-05,156,287,24295,310145
2005-05-06,139,264,27523,782151
2005-05-09,128,241,84829,722950
2005-05-10,123,280,27179,1920264
2005-05-11,114,283,149012,713713
2005-05-12,143,250,28768,253976
2005-05-13,156,233,19981,678971
2005-05-16,180,218,43347,240848
2005-05-17,136,280,34078,298884
2005-05-18,160,323,2164418,1386873
2005-05-19,137,331,22172,720117
2005-05-20,135,350,30465,517832
2005-05-23,108,304,118670,515797
2005-05-24,145,275,11811,181833
2005-05-25,120,292,11413,206422
2005-05-26,129,337,15596,252697
2005-05-27,95,272,39759,441064
2005-05-31,132,310,420986,870047
2005-06-01,127,307,16072,234513
2005-06-02,160,394,78987,653905
2005-06-03,89,368,22156,437119
2005-06-06,77,266,10447,290477
2005-06-07,89,228,22755,156409
2005-06-08,93,312,20906,470681
2005-06-09,114,252,23831,397360
2005-06-10,63,205,9280,147023
2005-06-13,71,205,6564,164227
2005-06-14,68,273,6912,207159
2005-06-15,101,300,1013181,698496
2005-06-16,100,282,1008257,521877
2005-06-17,88,308,140837,412761
2005-06-20,99,243,4319919,366944
2005-06-21,68,181,37550,195339
2005-06-22,111,229,2304462,268359
2005-06-23,45,182,7706,616029
2005-06-24,54,153,29929,327993
2005-06-27,67,134,22059,92579
2005-06-28,81,133,10287,60267
2005-06-29,89,182,23495,491428
2005-06-30,84,142,11957,98945
2005-07-01,100,241,91989,428212
2005-07-05,100,232,29979,177770
2005-07-06,121,285,19542,284629
2005-07-07,58,218,15019,2561785
2005-07-08,77,180,25635,458393
2005-07-11,55,151,69895,177769
2005-07-12,49,214,13423,295966
2005-07-13,72,216,10206,302818
2005-07-14,38,160,287355,527380
2005-07-15,70,166,4020077,336359
2005-07-18,59,142,10957,142346
2005-07-19,61,151,19456,193212
2005-07-20,40,147,2152458,221551
2005-07-21,42,151,5353,163721
2005-07-22,49,158,7470,433408
2005-07-25,68,173,7742,597830
2005-07-26,62,229,7460,773684
2005-07-27,89,298,11988,473072
2005-07-28,71,262,35484,387951
2005-07-29,110,256,61716,315185
2005-08-01,86,344,5201,850967
2005-08-02,158,509,16975,636129
2005-08-03,82,544,106059,817149
2005-08-04,103,408,111059,8481428
2005-08-05,66,369,4091,472844
2005-08-08,79,225,15638,233860
2005-08-09,93,296,30788,519556
2005-08-10,167,304,52077,583471
2005-08-11,125,324,22252,1418805
2005-08-12,105,307,68990,564399
2005-08-15,121,280,61060,445150
2005-08-16,132,311,231252,1230443
2005-08-17,107,329,9078,877878
2005-08-18,128,260,35600,924851
2005-08-19,102,238,14959,1690136
2005-08-22,134,232,43574,198195
2005-08-23,121,247,9361,177030
2005-08-24,84,267,10160,444480
2005-08-25,105,262,24290,564835
2005-08-26,94,243,77526,446647
2005-08-29,127,179,26523,105598
2005-08-30,106,218,24133,686351
2005-08-31,89,226,6580,144291
2005-09-01,114,288,216978,246048
2005-09-02,81,415,38384,731235
2005-09-06,92,306,5643,491437
2005-09-07,95,256,33664,164441
2005-09-08,72,315,9752,296181
2005-09-09,64,259,4861,687700
2005-09-12,61,267,14471,321569
2005-09-13,80,271,9731,257722
2005-09-14,64,291,9022,213270
2005-09-15,66,190,7223,559999
2005-09-16,83,245,102035,274541
2005-09-19,73,212,66841,205784
2005-09-20,80,172,4698,296866
2005-09-21,70,157,8120,137911
2005-09-22,99,167,53984,1244126
2005-09-23,85,118,39970,429928
2005-09-26,76,124,22131,798865
2005-09-27,62,99,8021,109971
2005-09-28,70,150,24126,363679
2005-09-29,77,141,18219,97458
2005-09-30,102,119,30058,51853
2005-10-03,113,200,22666,192706
2005-10-04,156,254,42567,174208
2005-10-05,74,276,48111,253606
2005-10-06,81,135,77099,89864
2005-10-07,75,103,13056,244255
2005-10-11,127,170,301930,96760
2005-10-12,101,95,28070,32359
2005-10-13,77,75,8023,386476
2005-10-14,110,107,12994,3724974
2005-10-17,94,73,90010,23647
2005-10-18,79,103,90959,142620
2005-10-19,68,134,18234,348522
2005-10-20,47,74,18542,91990
2005-10-21,73,116,26699,116527
2005-10-24,72,127,44651,61013
2005-10-25,75,140,7461,118539
2005-10-26,96,154,28194,205020
2005-10-27,74,147,51459,123969
2005-10-28,99,144,22538,123116
2005-10-31,124,182,33954,135474
2005-11-01,138,245,153239,255343
2005-11-02,146,397,87615,459531
2005-11-03,121,385,75095,532452
2005-11-04,110,296,17451,292714
2005-11-07,93,242,16323,350556
2005-11-08,126,274,40523,251404
2005-11-09,108,299,30970,921054
2005-11-10,115,322,35392,911449
2005-11-14,170,552,888742,668126
2005-11-15,127,297,73271,575273
2005-11-16,126,355,878089,3579146
2005-11-17,112,290,15691,295467
2005-11-18,94,331,25786,1317091
2005-11-21,113,369,9390,906246
2005-11-22,133,423,126251,510264
2005-11-23,143,495,243162,538645
2005-11-25,26,65,153,78103
2005-11-28,105,348,21286,693313
2005-11-29,112,192,14143,224031
2005-11-30,112,276,15617,420965
2005-12-01,129,337,1450217,614936
2005-12-02,107,402,9108,366615
2005-12-05,101,363,2157045,2420219
2005-12-06,80,259,15588,369710
2005-12-07,94,272,8993,272126
2005-12-08,98,232,9379,359145
2005-12-09,97,208,2163011,385394
2005-12-12,79,265,7684,1191475
2005-12-13,94,286,17522,1294501
2005-12-14,86,320,93638,363187
2005-12-15,104,268,12286,1137185
2005-12-16,87,264,1897568,307231
2005-12-19,89,213,2307677,629328
2005-12-20,103,224,13867,471655
2005-12-21,104,197,25278,339479
2005-12-22,126,242,98512,3123324
2005-12-23,60,130,58675,334161
2005-12-27,73,126,2765609,185250
2005-12-28,50,141,20630,185550
2005-12-29,126,191,12628,360518
2005-12-30,82,101,19818,165355
2006-01-03,112,150,8881,61663
2006-01-04,161,292,55981,268812
2006-01-05,96,397,28761,579029
2006-01-06,74,217,20558,608033
2006-01-09,72,201,30133,250646
2006-01-10,84,232,16518,174359
2006-01-11,74,267,9494,572037
2006-01-12,80,174,11979,145414
2006-01-13,93,165,10746,229919
2006-01-17,82,162,8921,84204
2006-01-18,71,130,6352,61930
2006-01-19,73,157,23108,237954
2006-01-20,64,152,9232,414463
2006-01-23,87,159,19373,318663
2006-01-24,66,148,106174,348617
2006-01-25,65,179,15984,144477
2006-01-26,62,212,5998,2828364
2006-01-27,100,225,332479,327352
2006-01-30,81,272,329232,310295
2006-01-31,83,274,13542,635258
2006-02-01,78,351,23950,694869
2006-02-02,116,386,998890,786897
2006-02-03,101,408,53757,561109
2006-02-06,69,256,9386,438043
2006-02-07,83,278,32173,335915
2006-02-08,92,263,11175,778911
2006-02-09,84,236,11515,581375
2006-02-10,74,268,9911,1136032
2006-02-13,82,232,9167,292897
2006-02-14,98,261,14893,1512889
2006-02-15,115,337,50170,604940
2006-02-16,101,367,21256,657874
2006-02-17,111,400,15413,1807653
2006-02-21,113,361,14205,937780
2006-02-22,77,337,30338,237265
2006-02-23,91,387,79184,418475
2006-02-24,102,392,37261,492143
2006-02-27,105,315,15292,684585
2006-02-28,111,355,11411,479750
2006-03-01,117,463,48502,459405
2006-03-02,113,505,74833,555547
2006-03-03,121,496,25871,499919
2006-03-06,97,300,10452,242027
2006-03-07,79,324,31145,237455
2006-03-08,84,334,816433,466474
2006-03-09,99,262,102496,417003
2006-03-10,111,271,39414,1356910
2006-03-13,80,267,34570,196104
2006-03-14,102,254,2391032,1458132
2006-03-15,80,392,17193,461660
2006-03-16,114,351,18362,1185615
2006-03-17,100,366,56175,1734528
2006-03-20,72,279,16877,421119
2006-03-21,79,258,20514,219362
2006-03-22,90,247,43380,670708
2006-03-23,58,231,20879,2061378
2006-03-24,94,193,49371,176236
2006-03-27,65,201,16220,663892
2006-03-28,79,196,19121,628995
2006-03-29,55,195,90422,183165
2006-03-30,56,254,6410,505522
2006-03-31,72,226,27412,584809
2006-04-03,55,218,25634,213725
2006-04-04,124,342,54390,248644
2006-04-05,78,424,15926,323846
2006-04-06,80,233,18413,424649
2006-04-07,44,209,3137,208897
2006-04-10,63,180,86338,324055
2006-04-11,47,156,74085,192102
2006-04-12,73,250,20044,2100083
2006-04-13,53,185,20721,1546912
2006-04-14,41,87,53955,29379
2006-04-17,69,115,5043,69660
2006-04-18,67,147,16240,78688
2006-04-19,85,190,89883,783342
2006-04-20,68,227,34136,432287
2006-04-21,70,222,34330,1392602
2006-04-24,50,171,11878,136410
2006-04-25,66,211,16601,356486
2006-04-26,69,226,319094,568898
2006-04-27,71,211,7485,229410
2006-04-28,78,195,52603,589901
2006-05-01,117,312,20126,1271380
2006-05-02,158,455,68770,713216
2006-05-03,103,532,128318,1399670
2006-05-04,116,369,112693,6717471
2006-05-05,118,352,36566,474908
2006-05-08,96,386,76390,421690
2006-05-09,99,402,23930,486260
2006-05-10,95,395,92452,651824
2006-05-11,103,349,94773,340047
2006-05-12,121,334,280506,753183
2006-05-15,138,296,27203,357228
2006-05-16,154,271,77856,569234
2006-05-17,172,297,291861,2266463
2006-05-18,159,294,60117,354960
2006-05-19,172,224,39751,537536
2006-05-22,154,186,152964,250229
2006-05-23,137,208,59930,101016
2006-05-24,143,220,114287,401745
2006-05-25,131,232,176435,269841
2006-05-26,146,199,161345,173214
2006-05-30,135,219,24060,381269
2006-05-31,127,216,40443,939752
2006-06-01,117,305,240608,1020982
2006-06-02,141,363,34099,450854
2006-06-05,126,394,69129,734187
2006-06-06,81,203,22635,196349
2006-06-07,85,198,90605,367207
2006-06-08,90,214,27140,651634
2006-06-09,109,179,60642,109545
2006-06-12,126,147,112348,101969
2006-06-13,127,162,52721,217714
2006-06-14,114,139,50427,37108
2006-06-15,118,172,97114,494352
2006-06-16,108,169,60518,145706
2006-06-19,114,155,72102,90261
2006-06-20,91,141,26338,97485
2006-06-21,69,107,26232,35126
2006-06-22,88,137,33182,180194
2006-06-23,74,111,42439,121299
2006-06-26,71,97,103815,52996
2006-06-27,74,144,21558,515831
2006-06-28,76,133,27789,74073
2006-06-29,92,116,50511,87805
2006-06-30,93,201,85349,387733
2006-07-03,82,86,2174357,139570
2006-07-05,127,250,161572,135857
2006-07-06,106,295,125586,172980
2006-07-07,89,162,30106,243457
2006-07-10,77,135,12294,132242
2006-07-11,59,132,21760,72242
2006-07-12,78,115,16691,66433
2006-07-13,81,100,16444,391004
2006-07-14,44,92,18256,27510
2006-07-17,70,62,24424,33509
2006-07-18,67,91,41325,217788
2006-07-19,57,108,12698,147624
2006-07-20,82,100,72944,121967
2006-07-21,47,123,20335,448123
2006-07-24,65,105,2293268,178281
2006-07-25,76,124,42557,94461
2006-07-26,82,145,79524,221607
2006-07-27,113,179,1439759,219160
2006-07-28,130,136,80286,196918
2006-07-31,113,179,69478,144684
2006-08-01,160,230,74821,203841
2006-08-02,117,310,300093,326207
2006-08-03,130,349,2196918,445949
2006-08-04,89,272,53406,341806
2006-08-07,83,221,2184342,306916
2006-08-08,114,279,473429,1795290
2006-08-09,127,218,448862,304105
2006-08-10,152,235,56289,382478
2006-08-11,156,211,693983,175527
2006-08-14,153,248,39566,378006
2006-08-15,142,230,72034,129915
2006-08-16,125,305,31926,1320907
2006-08-17,100,320,29109,1025243
2006-08-18,113,279,42846,314115
2006-08-21,129,263,81726,487511
2006-08-22,113,220,27065,145623
2006-08-23,109,223,56130,120791
2006-08-24,126,176,2181966,179828
2006-08-25,94,154,62875,233299
2006-08-28,97,173,19727,103524
2006-08-29,123,204,24634,174839
2006-08-30,111,243,4891,167855
2006-08-31,111,273,49233,300943
2006-09-01,107,256,2164003,282667
2006-09-05,94,317,123291,189016
2006-09-06,82,295,4407,155128
2006-09-07,87,270,2222211,189725
2006-09-08,102,188,19013,135042
2006-09-11,80,164,17591,121965
2006-09-12,117,203,24390,318248
2006-09-13,84,222,21153,287493
2006-09-14,75,281,21063,399901
2006-09-15,91,252,27107,289059
2006-09-18,71,194,78880,259788
2006-09-19,88,201,25905,211072
2006-09-20,55,153,22247,92408
2006-09-21,59,140,4847,159321
2006-09-22,61,123,12935,189046
2006-09-25,81,124,30763,196581
2006-09-26,68,136,40325,301191
2006-09-27,65,151,7816,1047906
2006-09-28,49,145,12103,380447
2006-09-29,78,187,89769,235199
2006-10-02,76,125,2177622,109581
2006-10-03,127,250,23436,231114
2006-10-04,76,254,2162283,113208
2006-10-05,77,159,25593,351465
2006-10-06,83,141,2281105,100681
2006-10-10,103,240,21078,1031409
2006-10-11,69,154,9010,553254
2006-10-12,38,181,57203,1049034
2006-10-13,55,96,26811,73819
2006-10-16,41,155,6575,296150
2006-10-17,72,191,50664,477558
2006-10-18,26,188,81280,266769
2006-10-19,85,123,11710,96760
2006-10-20,56,124,246265,466525
2006-10-23,49,109,8657,117944
2006-10-24,52,145,2156,376299
